model,utt_idx,obs_idx,p_low,p_info,p_high,highlight_info_gt_low_plus_high,utt_label,obs_label
model_avg_equal,0,0,0.1307841919748513,0.3282616294528994,0.5409541785117592,False,none / none / right,[9 9 3 3 3]
model_avg_equal,0,1,0.8115272838429404,0.17768341124460355,0.010789304782794766,False,none / none / right,[12 12 12 12 12]
model_avg_equal,0,2,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / right,[9 9 9 0 0]
model_avg_equal,0,3,0.39839597907197355,0.46783982098112004,0.13376419982901794,False,none / none / right,[9 9 9 9 9]
model_avg_equal,0,4,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / right,[12 12  0  0  0]
model_avg_equal,0,5,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / right,[12 12  9  0  0]
model_avg_equal,0,6,0.4919656865324512,0.4030588715585124,0.10497544180874185,False,none / none / right,[12 12  9  9  9]
model_avg_equal,0,7,0.039051684390730104,0.25950502938423003,0.7014432861597517,False,none / none / right,[3 3 3 3 3]
model_avg_equal,0,8,0.4275538290790353,0.41855915717842207,0.15388701363838542,False,none / none / right,[12 12 12  3  3]
model_avg_equal,0,9,0.29316195177407156,0.40916682141714356,0.2976712267345811,False,none / none / right,[12 12  9  3  3]
model_avg_equal,0,10,0.17801380551272583,0.4169415449618652,0.40504464944978963,False,none / none / right,[12 12  3  3  3]
model_avg_equal,0,11,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / right,[12 12  3  0  0]
model_avg_equal,0,12,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / right,[3 3 0 0 0]
model_avg_equal,0,13,0.22565247895200158,0.38398529168151063,0.3903622292957066,False,none / none / right,[9 9 9 3 3]
model_avg_equal,0,14,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / right,[9 9 0 0 0]
model_avg_equal,0,15,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / right,[0 0 0 0 0]
model_avg_equal,0,16,0.5980958379935908,0.329061778517037,0.07284238338536946,False,none / none / right,[12 12 12  9  9]
model_avg_equal,0,17,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / right,[9 9 3 0 0]
model_avg_equal,0,18,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / right,[12 12 12  0  0]
model_avg_equal,0,19,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / right,[3 3 3 0 0]
model_avg_equal,1,0,0.39036222929570663,0.38398529168151063,0.22565247895200158,False,none / none / wrong,[9 9 3 3 3]
model_avg_equal,1,1,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / wrong,[12 12 12 12 12]
model_avg_equal,1,2,0.40504464944978963,0.4169415449618652,0.17801380551272583,False,none / none / wrong,[9 9 9 0 0]
model_avg_equal,1,3,0.7014432861597517,0.25950502938423003,0.039051684390730104,False,none / none / wrong,[9 9 9 9 9]
model_avg_equal,1,4,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / wrong,[12 12  0  0  0]
model_avg_equal,1,5,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / wrong,[12 12  9  0  0]
model_avg_equal,1,6,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / wrong,[12 12  9  9  9]
model_avg_equal,1,7,0.13376419982901794,0.46783982098112004,0.39839597907197344,False,none / none / wrong,[3 3 3 3 3]
model_avg_equal,1,8,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / wrong,[12 12 12  3  3]
model_avg_equal,1,9,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / wrong,[12 12  9  3  3]
model_avg_equal,1,10,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / wrong,[12 12  3  3  3]
model_avg_equal,1,11,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / wrong,[12 12  3  0  0]
model_avg_equal,1,12,0.07284238338536947,0.329061778517037,0.5980958379935908,False,none / none / wrong,[3 3 0 0 0]
model_avg_equal,1,13,0.5409541785117592,0.32826162945289933,0.13078419197485133,False,none / none / wrong,[9 9 9 3 3]
model_avg_equal,1,14,0.15388701363838544,0.41855915717842207,0.4275538290790353,False,none / none / wrong,[9 9 0 0 0]
model_avg_equal,1,15,0.010789304782794766,0.17768341124460355,0.8115272838429404,False,none / none / wrong,[0 0 0 0 0]
model_avg_equal,1,16,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / wrong,[12 12 12  9  9]
model_avg_equal,1,17,0.29767122673458113,0.40916682141714356,0.29316195177407156,False,none / none / wrong,[9 9 3 0 0]
model_avg_equal,1,18,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / none / wrong,[12 12 12  0  0]
model_avg_equal,1,19,0.10497544180874185,0.4030588715585124,0.4919656865324511,False,none / none / wrong,[3 3 3 0 0]
model_avg_equal,2,0,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[9 9 3 3 3]
model_avg_equal,2,1,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[12 12 12 12 12]
model_avg_equal,2,2,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[9 9 9 0 0]
model_avg_equal,2,3,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[9 9 9 9 9]
model_avg_equal,2,4,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[12 12  0  0  0]
model_avg_equal,2,5,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[12 12  9  0  0]
model_avg_equal,2,6,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[12 12  9  9  9]
model_avg_equal,2,7,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[3 3 3 3 3]
model_avg_equal,2,8,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[12 12 12  3  3]
model_avg_equal,2,9,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[12 12  9  3  3]
model_avg_equal,2,10,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[12 12  3  3  3]
model_avg_equal,2,11,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[12 12  3  0  0]
model_avg_equal,2,12,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[3 3 0 0 0]
model_avg_equal,2,13,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[9 9 9 3 3]
model_avg_equal,2,14,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[9 9 0 0 0]
model_avg_equal,2,15,0.5936290148218224,0.3633779447448455,0.04299304041277044,False,none / some / right,[0 0 0 0 0]
model_avg_equal,2,16,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[12 12 12  9  9]
model_avg_equal,2,17,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[9 9 3 0 0]
model_avg_equal,2,18,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[12 12 12  0  0]
model_avg_equal,2,19,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / right,[3 3 3 0 0]
model_avg_equal,3,0,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[9 9 3 3 3]
model_avg_equal,3,1,0.04299304041277044,0.3633779447448455,0.5936290148218224,False,none / some / wrong,[12 12 12 12 12]
model_avg_equal,3,2,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[9 9 9 0 0]
model_avg_equal,3,3,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[9 9 9 9 9]
model_avg_equal,3,4,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[12 12  0  0  0]
model_avg_equal,3,5,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[12 12  9  0  0]
model_avg_equal,3,6,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[12 12  9  9  9]
model_avg_equal,3,7,0.3333333333333273,0.3333333333333273,0.3333333333333273,False,none / some / wrong,[3 3 3 3 3]
