model,utt_idx,obs_idx,p_low,p_info,p_high,highlight_info_gt_low_plus_high,utt_label,obs_label
lr,4,15,0.10503648176744662,0.5498796861114246,0.3450838319755618,True,none / most / right,[0 0 0 0 0]
lr,5,1,0.34508383197556175,0.5498796861114245,0.10503648176744665,True,none / most / wrong,[12 12 12 12 12]
lr,12,18,0.18649312731520856,0.580026699135154,0.23348017352304443,True,some / most / right,[12 12 12  0  0]
lr,13,4,0.23348017352304445,0.5800266991351539,0.1864931273152086,True,some / most / wrong,[12 12  0  0  0]
lr,16,15,0.17227048281936524,0.5874868979774874,0.24024261904757213,True,most / none / right,[0 0 0 0 0]
lr,17,1,0.2402426190475721,0.5874868979774874,0.17227048281936527,True,most / none / wrong,[12 12 12 12 12]
lr,18,18,0.4137778873586231,0.5060550019105255,0.08016711070765055,True,most / some / right,[12 12 12  0  0]
lr,19,4,0.08016711070765056,0.5060550019105255,0.4137778873586231,True,most / some / wrong,[12 12  0  0  0]
lr,20,18,0.10322278653701664,0.5552428946324007,0.34153431881549073,True,most / most / right,[12 12 12  0  0]
lr,21,4,0.34153431881549073,0.5552428946324007,0.10322278653701664,True,most / most / wrong,[12 12  0  0  0]
lr,22,1,0.23796573648631839,0.5916246154610041,0.1704096480353774,True,most / all / right,[12 12 12 12 12]
lr,23,15,0.17040964803537734,0.5916246154610041,0.2379657364863185,True,most / all / wrong,[0 0 0 0 0]
lr,28,1,0.34208586217993814,0.5539517984681384,0.10396233933572666,True,all / most / right,[12 12 12 12 12]
lr,29,15,0.10396233933572661,0.5539517984681384,0.34208586217993814,True,all / most / wrong,[0 0 0 0 0]
maximin,0,3,0.31428975301387063,0.5962826695363391,0.0894275772994278,True,none / none / right,[9 9 9 9 9]
maximin,0,6,0.42560116734720416,0.5033380475453076,0.07106078498216496,True,none / none / right,[12 12  9  9  9]
maximin,0,8,0.2887532952566425,0.531868933022049,0.1793777715888519,True,none / none / right,[12 12 12  3  3]
maximin,0,9,0.18117347643892412,0.5015201606580874,0.31730636281198626,True,none / none / right,[12 12  9  3  3]
maximin,1,7,0.0894275772994278,0.5962826695363391,0.3142897530138706,True,none / none / wrong,[3 3 3 3 3]
maximin,1,14,0.179377771588852,0.531868933022049,0.28875329525664245,True,none / none / wrong,[9 9 0 0 0]
maximin,1,17,0.3173063628119864,0.5015201606580874,0.18117347643892406,True,none / none / wrong,[9 9 3 0 0]
maximin,1,19,0.07106078498216496,0.5033380475453076,0.42560116734720416,True,none / none / wrong,[3 3 3 0 0]
maximin,6,7,0.0894275772994278,0.5962826695363391,0.3142897530138706,True,none / all / right,[3 3 3 3 3]
maximin,6,14,0.179377771588852,0.531868933022049,0.28875329525664245,True,none / all / right,[9 9 0 0 0]
maximin,6,17,0.3173063628119864,0.5015201606580874,0.18117347643892406,True,none / all / right,[9 9 3 0 0]
maximin,6,19,0.07106078498216496,0.5033380475453076,0.42560116734720416,True,none / all / right,[3 3 3 0 0]
maximin,7,3,0.31428975301387063,0.5962826695363391,0.0894275772994278,True,none / all / wrong,[9 9 9 9 9]
maximin,7,6,0.42560116734720416,0.5033380475453076,0.07106078498216496,True,none / all / wrong,[12 12  9  9  9]
maximin,7,8,0.2887532952566425,0.531868933022049,0.1793777715888519,True,none / all / wrong,[12 12 12  3  3]
maximin,7,9,0.18117347643892412,0.5015201606580874,0.31730636281198626,True,none / all / wrong,[12 12  9  3  3]
maximin,10,2,0.13426806537022734,0.5738678504729899,0.2918640841332857,True,some / some / right,[9 9 9 0 0]
maximin,10,3,0.4455869389089466,0.515513351569467,0.038899709492272304,True,some / some / right,[9 9 9 9 9]
maximin,10,4,0.04098435703557911,0.5185135169533667,0.4405021259822752,True,some / some / right,[12 12  0  0  0]
maximin,10,5,0.1667907564754898,0.6200654698440733,0.2131437736554683,True,some / some / right,[12 12  9  0  0]
maximin,10,9,0.3102054960371482,0.5232388579311084,0.1665556460103193,True,some / some / right,[12 12  9  3  3]
maximin,10,10,0.13247980676816415,0.5727441563878559,0.294776036820528,True,some / some / right,[12 12  3  3  3]
maximin,10,11,0.08944118196784263,0.5720800892369933,0.3384787287721286,True,some / some / right,[12 12  3  0  0]
maximin,10,13,0.23294566073670445,0.5281185301264019,0.2389358091149116,True,some / some / right,[9 9 9 3 3]
maximin,10,18,0.24760194210574682,0.6410504293364737,0.11134762852219192,True,some / some / right,[12 12 12  0  0]
maximin,11,0,0.2389358091149117,0.5281185301264019,0.23294566073670436,True,some / some / wrong,[9 9 3 3 3]
maximin,11,2,0.29477603682052816,0.5727441563878559,0.13247980676816412,True,some / some / wrong,[9 9 9 0 0]
maximin,11,4,0.11134762852219199,0.6410504293364737,0.24760194210574676,True,some / some / wrong,[12 12  0  0  0]
maximin,11,5,0.33847872877212865,0.572080089236993,0.08944118196784258,True,some / some / wrong,[12 12  9  0  0]
maximin,11,7,0.038899709492272304,0.515513351569467,0.4455869389089466,True,some / some / wrong,[3 3 3 3 3]
maximin,11,10,0.2918640841332857,0.5738678504729899,0.13426806537022729,True,some / some / wrong,[12 12  3  3  3]
maximin,11,11,0.21314377365546835,0.6200654698440733,0.16679075647548974,True,some / some / wrong,[12 12  3  0  0]
maximin,11,17,0.16655564601031936,0.5232388579311084,0.3102054960371481,True,some / some / wrong,[9 9 3 0 0]
maximin,11,18,0.44050212598227534,0.5185135169533666,0.04098435703557908,True,some / some / wrong,[12 12 12  0  0]
maximin,18,2,0.10741387516253627,0.5463031524498064,0.3462829723691818,True,most / some / right,[9 9 9 0 0]
maximin,18,3,0.39900299929169064,0.5493739598644818,0.05162304081802445,True,most / some / right,[9 9 9 9 9]
maximin,18,5,0.13662812571106617,0.6044389242853647,0.2589329499834647,True,most / some / right,[12 12  9  0  0]
maximin,18,8,0.38191738502947475,0.5101999499879442,0.1078826649589029,True,most / some / right,[12 12 12  3  3]
maximin,18,9,0.26290676649183065,0.5277416074542202,0.20935162603610308,True,most / some / right,[12 12  9  3  3]
maximin,18,10,0.10588771804493184,0.5446891588595745,0.3494231230770706,True,most / some / right,[12 12  3  3  3]
maximin,18,11,0.07030929620317604,0.5350861581917782,0.39460454558724845,True,most / some / right,[12 12  3  0  0]
maximin,18,13,0.1915990780102978,0.5169247506562354,0.29147617131569614,True,most / some / right,[9 9 9 3 3]
maximin,18,18,0.21061791417281484,0.6489507254444138,0.14043136035301557,True,most / some / right,[12 12 12  0  0]
maximin,19,0,0.2914761713156962,0.5169247506562354,0.19159907801029774,True,most / some / wrong,[9 9 3 3 3]
maximin,19,2,0.34942312307707063,0.5446891588595744,0.10588771804493181,True,most / some / wrong,[9 9 9 0 0]
maximin,19,4,0.14043136035301562,0.6489507254444138,0.21061791417281475,True,most / some / wrong,[12 12  0  0  0]
maximin,19,5,0.39460454558724845,0.5350861581917782,0.07030929620317596,True,most / some / wrong,[12 12  9  0  0]
maximin,19,7,0.051623040818024456,0.5493739598644818,0.3990029992916906,True,most / some / wrong,[3 3 3 3 3]
maximin,19,10,0.3462829723691819,0.5463031524498064,0.10741387516253617,True,most / some / wrong,[12 12  3  3  3]
maximin,19,11,0.2589329499834648,0.6044389242853646,0.1366281257110661,True,most / some / wrong,[12 12  3  0  0]
